Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement
Yes,Travel_Frequently,Research & Development,1,4,Other,3,Sales Executive,76550,9.0,1,6.0,3,0,3.0,3.0,3.0,3
No,Travel_Rarely,Human Resources,1,3,Other,1,Healthcare Representative,174650,8.0,1,7.0,3,0,2.0,2.0,2.0,3
No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Sales Executive,73510,8.0,1,34.0,3,0,3.0,,3.0,3
No,Non-Travel,Research & Development,14,3,Other,1,Research Scientist,108200,5.0,0,11.0,2,1,4.0,2.0,2.0,3
No,Travel_Rarely,Research & Development,5,3,Medical,1,Sales Representative,121690,1.0,0,5.0,2,0,3.0,1.0,,3
No,Non-Travel,Research & Development,7,4,Medical,1,Research Scientist,196260,1.0,0,15.0,5,0,4.0,3.0,3.0,2
No,Non-Travel,Research & Development,10,4,Medical,2,Healthcare Representative,20700,4.0,2,27.0,2,0,1.0,3.0,2.0,4
No,Travel_Rarely,Sales,16,2,Marketing,1,Laboratory Technician,67820,0.0,1,10.0,2,1,2.0,4.0,3.0,3
No,Travel_Rarely,Sales,10,2,Life Sciences,5,Sales Executive,77790,5.0,1,6.0,2,2,4.0,4.0,3.0,3
Yes,Travel_Rarely,Sales,1,2,Marketing,5,Healthcare Representative,27910,1.0,0,1.0,3,1,2.0,2.0,3.0,4
No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Sales Executive,32010,1.0,1,5.0,3,0,4.0,3.0,3.0,2
Yes,Travel_Rarely,Research & Development,1,3,Other,4,Research Scientist,49680,1.0,0,1.0,3,0,3.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,8,5,Life Sciences,5,Sales Executive,131200,1.0,2,13.0,6,5,1.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Manager,40330,2.0,0,15.0,2,2,1.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,24,1,Life Sciences,2,Sales Executive,32910,1.0,3,5.0,2,0,2.0,2.0,3.0,2
No,Travel_Rarely,Sales,3,4,Marketing,1,Sales Representative,42720,7.0,0,24.0,3,2,3.0,4.0,3.0,4
No,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Research Scientist,50560,7.0,0,15.0,2,5,4.0,1.0,3.0,2
Yes,Travel_Frequently,Sales,10,4,Life Sciences,1,Research Scientist,28440,1.0,0,6.0,2,2,3.0,2.0,2.0,4
No,Travel_Rarely,Research & Development,19,2,Technical Degree,2,Sales Executive,27030,2.0,0,19.0,2,4,3.0,2.0,2.0,3
Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,2,Research Scientist,19040,1.0,1,10.0,4,7,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,8,5,Medical,2,Laboratory Technician,82240,6.0,0,14.0,3,7,4.0,1.0,3.0,3
No,Travel_Rarely,Sales,9,3,Medical,2,Sales Executive,47660,1.0,0,5.0,3,0,3.0,4.0,4.0,3
No,Travel_Rarely,Sales,3,4,Marketing,2,Laboratory Technician,26100,7.0,0,9.0,2,2,3.0,3.0,3.0,2
No,Non-Travel,Research & Development,9,2,Life Sciences,2,Manufacturing Director,57310,8.0,0,6.0,2,2,2.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,2,2,Medical,1,Research Director,25390,4.0,1,7.0,3,0,3.0,1.0,2.0,3
No,Travel_Rarely,Research & Development,7,4,Other,2,Laboratory Technician,57140,5.0,0,10.0,2,0,2.0,1.0,2.0,3
No,Non-Travel,Sales,10,1,Life Sciences,2,Research Director,43230,2.0,3,15.0,3,1,2.0,4.0,3.0,3
No,Non-Travel,Sales,6,4,Marketing,3,Sales Executive,73360,5.0,0,13.0,3,3,1.0,2.0,3.0,3
Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Manufacturing Director,134990,4.0,2,11.0,2,0,4.0,1.0,2.0,4
Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Laboratory Technician,137580,1.0,1,10.0,5,0,4.0,1.0,1.0,3
No,Travel_Frequently,Research & Development,2,1,Medical,2,Healthcare Representative,51550,2.0,1,7.0,3,2,3.0,4.0,3.0,2
No,Non-Travel,Human Resources,8,5,Medical,3,Sales Executive,22580,4.0,0,7.0,2,1,1.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Research Scientist,35970,3.0,1,11.0,2,1,2.0,2.0,1.0,1
No,Travel_Rarely,Research & Development,1,1,Technical Degree,3,Laboratory Technician,25150,0.0,0,23.0,2,13,3.0,3.0,4.0,2
No,Travel_Rarely,Sales,26,3,Marketing,2,Manager,44200,9.0,0,9.0,3,0,1.0,3.0,3.0,3
Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,3,Sales Executive,65780,0.0,2,6.0,3,1,4.0,2.0,3.0,2
Yes,Travel_Rarely,Research & Development,10,3,Medical,1,Sales Executive,44220,4.0,1,13.0,2,3,4.0,2.0,4.0,3
No,Travel_Rarely,Sales,27,2,Medical,3,Sales Executive,102740,4.0,0,12.0,3,0,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Laboratory Technician,53430,1.0,0,10.0,5,4,2.0,3.0,3.0,2
No,Non-Travel,Research & Development,2,4,Medical,1,Laboratory Technician,23760,4.0,1,37.0,3,14,2.0,2.0,2.0,3
No,Travel_Rarely,Research & Development,8,1,Technical Degree,3,Manufacturing Director,53460,0.0,0,6.0,3,0,2.0,3.0,4.0,2
No,Travel_Rarely,Research & Development,19,5,Medical,2,Research Scientist,28270,8.0,1,28.0,3,14,3.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Manager,199430,2.0,1,15.0,3,7,2.0,1.0,3.0,3
No,Travel_Rarely,Sales,27,4,Medical,1,Research Scientist,31310,4.0,0,14.0,3,1,4.0,4.0,2.0,2
No,Travel_Frequently,Sales,8,4,Other,3,Manufacturing Director,25520,2.0,0,9.0,2,2,1.0,1.0,3.0,3
No,Travel_Rarely,Sales,1,2,Life Sciences,3,Manager,44770,1.0,0,3.0,6,1,3.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,19,3,Medical,2,Manufacturing Director,64740,2.0,2,20.0,3,0,2.0,4.0,2.0,1
No,Travel_Rarely,Sales,8,3,Marketing,1,Healthcare Representative,30330,1.0,0,5.0,2,1,3.0,4.0,3.0,2
No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,Sales Representative,29360,2.0,1,23.0,3,2,1.0,3.0,3.0,3
No,Non-Travel,Research & Development,2,3,Life Sciences,3,Sales Representative,186060,1.0,2,0.0,4,0,2.0,3.0,1.0,3
Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Laboratory Technician,21680,0.0,1,2.0,2,0,4.0,1.0,3.0,3
Yes,Travel_Rarely,Research & Development,8,2,Medical,1,Manager,28530,4.0,1,4.0,5,2,1.0,1.0,3.0,2
No,Non-Travel,Sales,1,4,Technical Degree,1,Research Scientist,170480,4.0,0,10.0,3,5,3.0,3.0,4.0,2
No,Travel_Rarely,Sales,2,3,Technical Degree,5,Laboratory Technician,22900,4.0,0,15.0,5,0,4.0,2.0,3.0,3
No,Travel_Frequently,Sales,8,3,Medical,1,Research Director,36000,1.0,0,7.0,2,7,1.0,4.0,3.0,3
No,Travel_Frequently,Sales,8,4,Life Sciences,5,Research Scientist,21070,0.0,0,6.0,2,0,4.0,4.0,2.0,3
No,Travel_Frequently,Research & Development,6,2,Medical,1,Human Resources,41150,1.0,0,11.0,1,3,4.0,4.0,4.0,3
No,Travel_Frequently,Sales,9,4,Life Sciences,4,Sales Executive,43270,8.0,0,4.0,4,0,4.0,4.0,4.0,3
No,Non-Travel,Research & Development,11,3,Medical,1,Manager,178560,3.0,0,10.0,2,3,3.0,3.0,2.0,3
No,Travel_Rarely,Sales,2,2,Life Sciences,5,Manager,31960,4.0,1,7.0,3,2,2.0,3.0,3.0,2
No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Laboratory Technician,190810,3.0,0,12.0,2,4,4.0,4.0,2.0,3
No,Non-Travel,Research & Development,7,3,Life Sciences,1,Sales Executive,89660,1.0,1,3.0,3,2,3.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,16,3,Medical,1,Manufacturing Director,22100,8.0,1,11.0,4,1,4.0,3.0,3.0,3
No,Travel_Rarely,Sales,2,4,Medical,2,Research Director,45390,4.0,1,8.0,5,0,4.0,3.0,3.0,3
Yes,Travel_Rarely,Research & Development,1,1,Medical,2,Laboratory Technician,27410,7.0,0,7.0,3,2,3.0,2.0,2.0,3
No,Travel_Rarely,Research & Development,23,1,Life Sciences,2,Laboratory Technician,34910,2.0,0,25.0,0,2,1.0,1.0,3.0,3
No,Travel_Rarely,Sales,2,3,Life Sciences,5,Research Scientist,45410,1.0,2,9.0,4,5,2.0,3.0,3.0,4
No,Travel_Rarely,Research & Development,1,2,Medical,3,Sales Executive,26780,1.0,1,1.0,3,0,4.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Manufacturing Director,73790,7.0,2,21.0,3,6,1.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Manager,62720,4.0,0,29.0,3,12,4.0,2.0,3.0,2
Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,1,Laboratory Technician,52200,1.0,0,1.0,3,1,4.0,4.0,2.0,2
Yes,Travel_Rarely,Research & Development,4,4,Medical,2,Sales Representative,27430,5.0,1,14.0,1,0,3.0,2.0,3.0,4
No,Travel_Frequently,Research & Development,16,4,Medical,3,Healthcare Representative,49980,0.0,2,8.0,3,7,4.0,1.0,2.0,3
No,Travel_Rarely,Research & Development,2,3,Technical Degree,3,Healthcare Representative,102520,8.0,1,7.0,3,2,4.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Human Resources,27810,8.0,1,19.0,2,0,2.0,4.0,4.0,3
No,Travel_Rarely,Research & Development,29,2,Life Sciences,2,Laboratory Technician,68520,1.0,1,1.0,2,0,2.0,2.0,3.0,4
Yes,Travel_Rarely,Sales,12,4,Life Sciences,2,Sales Executive,49500,1.0,2,1.0,3,0,2.0,4.0,2.0,3
Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,2,Laboratory Technician,35790,1.0,3,1.0,3,0,4.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Sales Executive,131910,1.0,1,10.0,2,1,2.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,2,4,Life Sciences,5,Manager,103770,1.0,0,10.0,2,0,2.0,3.0,3.0,3
No,Travel_Rarely,Sales,14,2,Technical Degree,1,Sales Executive,22350,2.0,1,9.0,2,1,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,5,5,Life Sciences,1,Sales Executive,105020,3.0,0,11.0,4,1,4.0,1.0,3.0,2
No,Travel_Rarely,Research & Development,7,2,Medical,1,Manufacturing Director,20110,5.0,0,16.0,4,0,4.0,1.0,3.0,4
No,Travel_Rarely,Sales,2,1,Technical Degree,2,Laboratory Technician,18590,0.0,1,4.0,2,0,4.0,2.0,3.0,2
No,Travel_Rarely,Research & Development,3,3,Medical,2,Sales Executive,37600,0.0,1,10.0,2,3,2.0,4.0,2.0,2
No,Travel_Frequently,Research & Development,5,3,Medical,4,Manufacturing Director,177790,1.0,1,10.0,5,0,2.0,4.0,2.0,1
No,Travel_Rarely,Research & Development,3,3,Other,1,Sales Executive,68330,2.0,0,22.0,3,11,1.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,26,2,Life Sciences,2,Human Resources,68120,1.0,0,1.0,2,1,2.0,3.0,2.0,2
No,Travel_Rarely,Research & Development,4,3,Technical Degree,2,Manufacturing Director,51710,0.0,1,9.0,1,0,1.0,3.0,2.0,2
No,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Research Director,197400,3.0,0,24.0,2,4,4.0,4.0,3.0,4
No,Travel_Rarely,Sales,1,2,Medical,4,Manager,187110,2.0,1,10.0,0,2,2.0,1.0,3.0,3
Yes,Non-Travel,Research & Development,27,2,Life Sciences,1,Sales Representative,36920,1.0,1,5.0,5,3,4.0,1.0,3.0,3
Yes,Travel_Rarely,Human Resources,1,2,Medical,5,Sales Executive,25590,1.0,0,5.0,3,1,1.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,13,3,Technical Degree,3,Healthcare Representative,25170,2.0,0,12.0,3,1,3.0,2.0,1.0,3
No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Sales Executive,66230,5.0,0,14.0,3,1,,2.0,3.0,3
No,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Sales Executive,182650,9.0,1,18.0,4,5,3.0,1.0,4.0,3
No,Travel_Rarely,Sales,9,4,Life Sciences,1,Sales Executive,161240,2.0,1,8.0,2,1,3.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,8,1,Life Sciences,3,Laboratory Technician,25850,3.0,0,9.0,5,0,4.0,4.0,2.0,3
No,Travel_Rarely,Sales,25,2,Life Sciences,3,Manufacturing Director,182130,8.0,2,4.0,3,2,1.0,3.0,2.0,4
No,Travel_Frequently,Sales,16,2,Life Sciences,2,Healthcare Representative,83800,0.0,0,8.0,3,7,3.0,4.0,3.0,4
No,Travel_Frequently,Research & Development,8,4,Life Sciences,2,Manager,29940,4.0,1,12.0,2,0,2.0,3.0,3.0,3
No,Travel_Rarely,Sales,1,3,Life Sciences,5,Sales Executive,12230,1.0,1,10.0,3,0,2.0,3.0,2.0,3
No,Travel_Frequently,Sales,8,3,Life Sciences,4,Research Scientist,11180,1.0,0,7.0,3,0,3.0,4.0,3.0,3
Yes,Travel_Frequently,Human Resources,2,4,Human Resources,2,Sales Executive,28750,1.0,0,1.0,3,0,3.0,1.0,3.0,3
No,Non-Travel,Research & Development,8,5,Medical,2,Sales Representative,188240,6.0,1,10.0,4,1,1.0,3.0,3.0,3
No,Travel_Rarely,Sales,3,2,Technical Degree,2,Healthcare Representative,135770,1.0,1,6.0,2,1,2.0,2.0,2.0,3
No,Travel_Frequently,Research & Development,9,4,Life Sciences,2,Manufacturing Director,26250,1.0,3,16.0,4,6,3.0,4.0,3.0,3
Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1,Research Director,187890,3.0,1,6.0,4,2,4.0,3.0,3.0,3
No,Non-Travel,Research & Development,1,4,Medical,1,Research Scientist,45380,8.0,0,16.0,3,1,3.0,2.0,4.0,3
No,Travel_Rarely,Research & Development,4,3,Technical Degree,2,Sales Executive,198470,4.0,0,6.0,6,0,4.0,1.0,,3
No,Travel_Rarely,Research & Development,1,3,Other,1,Laboratory Technician,105120,1.0,1,10.0,2,7,1.0,1.0,3.0,3
No,Travel_Frequently,Research & Development,4,2,Medical,1,Manager,44440,1.0,0,20.0,2,0,4.0,2.0,3.0,3
No,Travel_Rarely,Sales,5,3,Marketing,5,Sales Representative,21540,4.0,1,29.0,3,0,4.0,4.0,2.0,3
Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,2,Laboratory Technician,191900,3.0,1,8.0,2,0,1.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Sales Representative,44900,2.0,1,10.0,1,0,2.0,4.0,4.0,3
No,Travel_Frequently,Sales,11,4,Life Sciences,2,Research Scientist,35060,3.0,1,28.0,4,4,2.0,4.0,3.0,2
No,Travel_Rarely,Sales,1,3,Life Sciences,1,Sales Executive,23720,3.0,1,14.0,3,0,2.0,4.0,3.0,3
Yes,Travel_Frequently,Sales,8,1,Life Sciences,4,Laboratory Technician,102310,1.0,1,1.0,2,0,1.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,25,1,Medical,1,Sales Executive,54100,0.0,0,6.0,4,0,2.0,1.0,1.0,3
No,Non-Travel,Research & Development,21,1,Medical,3,Research Scientist,79780,1.0,2,5.0,2,1,3.0,3.0,2.0,3
No,Non-Travel,Sales,23,1,Medical,1,Sales Executive,38670,1.0,1,4.0,4,2,3.0,1.0,4.0,4
No,Non-Travel,Research & Development,1,3,Life Sciences,2,Research Scientist,28380,1.0,2,5.0,5,0,1.0,2.0,3.0,1
No,Travel_Rarely,Sales,2,3,Marketing,4,Healthcare Representative,46950,1.0,1,14.0,2,2,1.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Research Director,33390,1.0,0,9.0,2,1,4.0,3.0,2.0,2
No,Travel_Rarely,Research & Development,2,2,Life Sciences,2,Research Scientist,20800,0.0,0,8.0,6,7,3.0,1.0,2.0,4
No,Travel_Rarely,Research & Development,2,4,Other,2,Laboratory Technician,20960,0.0,0,6.0,2,0,1.0,1.0,2.0,4
No,Non-Travel,Research & Development,3,1,Life Sciences,3,Manager,62090,5.0,1,9.0,5,1,3.0,4.0,3.0,4
No,Travel_Frequently,Research & Development,25,5,Technical Degree,2,Human Resources,180610,1.0,1,10.0,2,8,4.0,1.0,3.0,3
Yes,Travel_Rarely,Sales,7,5,Life Sciences,2,Sales Representative,171230,5.0,1,6.0,2,0,3.0,4.0,2.0,2
No,Travel_Rarely,Research & Development,9,2,Technical Degree,3,Sales Representative,23720,4.0,0,20.0,3,0,1.0,1.0,2.0,2
No,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Sales Representative,48830,1.0,1,10.0,1,0,3.0,4.0,3.0,1
No,Travel_Rarely,Sales,2,3,Life Sciences,1,Manager,39040,1.0,0,7.0,2,0,4.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,8,1,Medical,2,Research Scientist,46270,8.0,1,8.0,2,0,4.0,4.0,3.0,2
Yes,Travel_Frequently,Research & Development,2,1,Other,3,Sales Executive,70940,1.0,1,10.0,2,0,1.0,4.0,3.0,3
Yes,Travel_Rarely,Research & Development,18,3,Medical,1,Research Scientist,34230,6.0,1,15.0,4,2,1.0,1.0,2.0,3
No,Travel_Rarely,Research & Development,14,3,Other,3,Research Scientist,66740,3.0,1,9.0,2,2,1.0,3.0,2.0,3
No,Travel_Frequently,Research & Development,2,4,Medical,4,Sales Executive,168800,1.0,3,9.0,2,2,4.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,3,3,Medical,1,Research Scientist,90940,1.0,1,10.0,0,0,1.0,3.0,3.0,3
No,Travel_Frequently,Research & Development,2,5,Medical,4,Sales Executive,84460,0.0,0,7.0,3,1,4.0,2.0,3.0,2
No,Travel_Rarely,Sales,9,3,Marketing,2,Laboratory Technician,119160,4.0,1,35.0,3,1,3.0,2.0,3.0,2
No,Travel_Rarely,Sales,6,3,Other,1,Manufacturing Director,45340,1.0,0,1.0,2,0,4.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Sales Executive,98520,0.0,1,21.0,5,11,2.0,1.0,3.0,2
No,Non-Travel,Research & Development,10,4,Life Sciences,2,Research Scientist,61510,1.0,1,20.0,3,3,4.0,3.0,3.0,3
No,Non-Travel,Research & Development,14,2,Life Sciences,2,Healthcare Representative,23020,4.0,0,13.0,3,4,3.0,3.0,4.0,3
No,Travel_Rarely,Research & Development,1,3,Medical,2,Human Resources,23620,6.0,1,9.0,2,1,3.0,1.0,3.0,4
No,Travel_Rarely,Research & Development,5,4,Other,1,Manufacturing Director,178610,1.0,2,4.0,5,1,2.0,3.0,2.0,1
No,Travel_Rarely,Research & Development,7,3,Life Sciences,2,Research Scientist,191870,1.0,1,5.0,2,1,4.0,4.0,4.0,3
No,Travel_Frequently,Research & Development,21,3,Medical,3,Research Scientist,197170,1.0,0,10.0,1,9,4.0,3.0,4.0,2
No,Travel_Rarely,Research & Development,8,1,Medical,5,Research Scientist,35440,3.0,3,15.0,3,5,2.0,2.0,3.0,2
No,Travel_Rarely,Sales,20,5,Medical,2,Laboratory Technician,85000,4.0,0,6.0,2,1,3.0,2.0,3.0,3
No,Travel_Rarely,Human Resources,20,4,Life Sciences,2,Research Scientist,46610,1.0,0,12.0,3,1,4.0,2.0,2.0,2
No,Travel_Rarely,Research & Development,7,2,Medical,5,Sales Executive,41030,6.0,1,7.0,2,0,4.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Sales Executive,42490,2.0,1,25.0,2,12,1.0,3.0,3.0,2
No,Non-Travel,Research & Development,1,3,Life Sciences,2,Research Scientist,140260,1.0,0,1.0,4,0,2.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Sales Executive,68930,0.0,0,16.0,3,5,4.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,10,4,Medical,3,Sales Executive,61250,0.0,1,3.0,3,1,1.0,3.0,3.0,3
No,Travel_Frequently,Research & Development,1,4,Other,2,Research Scientist,36690,2.0,0,10.0,2,7,1.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,6,3,Medical,2,Laboratory Technician,100080,6.0,1,9.0,3,1,4.0,1.0,2.0,1
No,Travel_Rarely,Sales,2,2,Medical,1,Healthcare Representative,23870,3.0,1,12.0,1,1,4.0,4.0,3.0,1
No,Non-Travel,Research & Development,21,2,Medical,1,Sales Executive,46390,0.0,1,14.0,2,5,3.0,2.0,1.0,2
No,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Healthcare Representative,78980,7.0,0,5.0,2,2,4.0,3.0,3.0,2
No,Travel_Rarely,Human Resources,12,1,Human Resources,2,Sales Executive,25340,0.0,0,4.0,1,1,4.0,3.0,4.0,3
No,Travel_Rarely,Research & Development,9,3,Medical,2,Sales Executive,131420,1.0,2,10.0,4,0,2.0,3.0,3.0,3
No,Travel_Rarely,Sales,3,4,Medical,3,Healthcare Representative,16110,0.0,0,10.0,2,8,2.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,3,2,Technical Degree,3,Manufacturing Director,53630,1.0,0,6.0,4,4,3.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,1,4,Medical,2,Research Director,50710,8.0,1,8.0,3,0,1.0,4.0,2.0,2
No,Travel_Rarely,Research & Development,1,2,Medical,3,Sales Executive,136950,0.0,0,3.0,3,2,2.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Sales Executive,134020,7.0,1,18.0,1,1,1.0,4.0,3.0,3
No,Travel_Rarely,Sales,20,4,Medical,2,Research Director,20290,3.0,1,20.0,3,1,2.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,18,3,Life Sciences,2,Manager,63770,1.0,2,14.0,3,5,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Sales Executive,54290,1.0,1,16.0,3,6,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,2,4,Medical,2,Manufacturing Director,27850,0.0,0,6.0,2,0,1.0,3.0,2.0,3
No,Non-Travel,Research & Development,2,4,Other,1,Manager,46140,2.0,1,16.0,3,0,1.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Sales Representative,26100,6.0,0,6.0,2,1,2.0,4.0,3.0,3
No,Travel_Rarely,Sales,10,5,Medical,3,Research Scientist,66870,1.0,3,2.0,0,1,3.0,1.0,3.0,3
No,Non-Travel,Research & Development,3,4,Life Sciences,2,Research Director,47240,2.0,1,21.0,4,1,4.0,4.0,2.0,4
Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,2,Manufacturing Director,61790,1.0,0,1.0,3,1,4.0,1.0,2.0,3
No,Travel_Rarely,Research & Development,24,3,Life Sciences,2,Laboratory Technician,61200,0.0,0,10.0,2,3,1.0,4.0,3.0,3
No,Travel_Frequently,Research & Development,16,1,Medical,2,Sales Executive,105960,7.0,0,18.0,3,0,4.0,2.0,3.0,2
No,Non-Travel,Research & Development,8,1,Life Sciences,1,Sales Executive,54670,1.0,0,13.0,6,1,3.0,3.0,2.0,2
Yes,Travel_Rarely,Research & Development,9,4,Medical,2,Sales Representative,29960,9.0,0,4.0,4,2,1.0,4.0,4.0,3
No,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Research Scientist,99980,5.0,2,24.0,3,4,1.0,3.0,2.0,2
Yes,Travel_Rarely,Sales,10,4,Other,2,Sales Executive,40780,8.0,1,14.0,3,9,4.0,3.0,1.0,3
No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Healthcare Representative,109200,0.0,1,21.0,3,0,1.0,2.0,3.0,4
No,Travel_Rarely,Sales,1,3,Medical,1,Laboratory Technician,62320,1.0,1,8.0,3,1,4.0,3.0,3.0,3
No,Non-Travel,Sales,1,1,Medical,1,Human Resources,132470,1.0,0,15.0,3,11,4.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,1,5,Medical,1,Healthcare Representative,40810,2.0,0,14.0,3,0,3.0,2.0,3.0,3
No,Travel_Rarely,Sales,9,4,Life Sciences,2,Research Scientist,57690,1.0,0,4.0,3,1,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,16,3,Medical,2,Healthcare Representative,23940,1.0,1,9.0,3,1,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,23,3,Medical,3,Sales Representative,39040,1.0,0,10.0,3,1,1.0,4.0,3.0,2
Yes,Travel_Frequently,Sales,4,2,Life Sciences,2,Laboratory Technician,167990,7.0,1,12.0,2,0,2.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,22,4,Life Sciences,1,Healthcare Representative,29500,4.0,0,8.0,1,0,2.0,4.0,2.0,2
No,Travel_Rarely,Sales,24,3,Life Sciences,1,Laboratory Technician,36290,8.0,1,8.0,2,0,4.0,3.0,3.0,4
No,Travel_Rarely,Sales,10,4,Life Sciences,1,Research Scientist,93620,2.0,1,8.0,6,2,3.0,3.0,3.0,3
No,Travel_Frequently,Sales,7,2,Life Sciences,2,Manufacturing Director,32290,1.0,0,10.0,2,0,3.0,3.0,4.0,2
No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,Manager,35780,2.0,1,20.0,2,0,3.0,3.0,3.0,3
No,Travel_Rarely,Human Resources,14,1,Life Sciences,2,Research Scientist,79880,1.0,0,4.0,3,1,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,1,3,Medical,3,Sales Executive,42840,4.0,0,10.0,5,0,4.0,2.0,3.0,2
No,Travel_Rarely,Research & Development,5,3,Medical,2,Sales Representative,75530,1.0,0,5.0,3,0,4.0,1.0,1.0,3
Yes,Travel_Rarely,Research & Development,17,3,Medical,1,Research Scientist,173280,4.0,2,20.0,1,2,4.0,1.0,3.0,3
No,Travel_Rarely,Sales,25,3,Medical,2,Sales Executive,197010,0.0,0,21.0,3,9,2.0,4.0,2.0,4
No,Non-Travel,Research & Development,8,4,Life Sciences,4,Sales Executive,147320,0.0,0,10.0,3,1,2.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,11,4,Medical,2,Manager,92780,0.0,0,5.0,3,0,4.0,3.0,3.0,3
No,Travel_Frequently,Research & Development,5,1,Technical Degree,1,Sales Executive,13590,4.0,0,17.0,2,0,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,2,1,Medical,1,Research Scientist,47790,4.0,2,9.0,3,1,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,8,2,Medical,1,Laboratory Technician,164220,1.0,1,6.0,3,0,2.0,2.0,3.0,3
No,Travel_Frequently,Research & Development,6,1,Medical,3,Healthcare Representative,29960,2.0,1,17.0,2,0,4.0,2.0,2.0,2
No,Travel_Rarely,Sales,4,3,Medical,1,Sales Executive,12610,2.0,1,6.0,6,1,2.0,3.0,4.0,3
Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Research Scientist,20990,8.0,1,8.0,2,0,2.0,4.0,1.0,3
